    5   15
        0.5534976825        0.0000000000        0.0000000000
       -0.0451924535        0.0000000000        0.0000000000
       -0.0451924535        0.0000000000        0.0000000000
       -0.2315577633       -0.0000000000        0.1318128530
       -0.2315577633       -0.0000000000       -0.1318128530
        0.0000000000        0.5534976825        0.0000000000
        0.0000000000       -0.2315577633        0.1318128530
        0.0000000000       -0.2315577633       -0.1318128530
        0.0000000000       -0.0451924535        0.0000000000
        0.0000000000       -0.0451924535        0.0000000000
        0.0000000000        0.0000000000        0.5532899923
        0.0000000000        0.1318104214       -0.1383239502
        0.0000000000       -0.1318104214       -0.1383239502
        0.1318104214        0.0000000000       -0.1383239502
       -0.1318104214        0.0000000000       -0.1383239502
       -0.0451924535        0.0000000000        0.0000000000
        0.0446980335        0.0000000000        0.0000000000
       -0.0016383051        0.0000000000        0.0000000000
        0.0010663626       -0.0235102837        0.0147125012
        0.0010663626        0.0235102837       -0.0147125012
        0.0000000000       -0.2315577633        0.1318104214
        0.0000000000        0.2493921712       -0.1447676584
        0.0000000000       -0.0199658223        0.0164665134
       -0.0002233521        0.0010663626       -0.0017542674
        0.0002233521        0.0010663626       -0.0017542674
        0.0000000000        0.1318128530       -0.1383239502
        0.0000000000       -0.1447676584        0.1469946834
        0.0000000000       -0.0164665134        0.0129333571
       -0.0017542674        0.0147125012       -0.0108012986
        0.0017542674        0.0147125012       -0.0108012986
       -0.0451924535        0.0000000000        0.0000000000
       -0.0016383051        0.0000000000        0.0000000000
        0.0446980335        0.0000000000        0.0000000000
        0.0010663626        0.0235102837        0.0147125012
        0.0010663626       -0.0235102837       -0.0147125012
        0.0000000000       -0.2315577633       -0.1318104214
        0.0000000000       -0.0199658223       -0.0164665134
        0.0000000000        0.2493921712        0.1447676584
        0.0002233521        0.0010663626        0.0017542674
       -0.0002233521        0.0010663626        0.0017542674
        0.0000000000       -0.1318128530       -0.1383239502
        0.0000000000        0.0164665134        0.0129333571
        0.0000000000        0.1447676584        0.1469946834
       -0.0017542674       -0.0147125012       -0.0108012986
        0.0017542674       -0.0147125012       -0.0108012986
       -0.2315577633        0.0000000000        0.1318104214
        0.0010663626       -0.0002233521       -0.0017542674
        0.0010663626        0.0002233521       -0.0017542674
        0.2493921712        0.0000000000       -0.1447676584
       -0.0199658223        0.0000000000        0.0164665134
       -0.0000000000       -0.0451924535        0.0000000000
       -0.0235102837        0.0010663626        0.0147125012
        0.0235102837        0.0010663626       -0.0147125012
        0.0000000000        0.0446980335        0.0000000000
        0.0000000000       -0.0016383051        0.0000000000
        0.1318128530        0.0000000000       -0.1383239502
        0.0147125012       -0.0017542674       -0.0108012986
        0.0147125012        0.0017542674       -0.0108012986
       -0.1447676584        0.0000000000        0.1469946834
       -0.0164665134        0.0000000000        0.0129333571
       -0.2315577633        0.0000000000       -0.1318104214
        0.0010663626        0.0002233521        0.0017542674
        0.0010663626       -0.0002233521        0.0017542674
       -0.0199658223        0.0000000000       -0.0164665134
        0.2493921712        0.0000000000        0.1447676584
       -0.0000000000       -0.0451924535        0.0000000000
        0.0235102837        0.0010663626        0.0147125012
       -0.0235102837        0.0010663626       -0.0147125012
        0.0000000000       -0.0016383051        0.0000000000
        0.0000000000        0.0446980335        0.0000000000
       -0.1318128530        0.0000000000       -0.1383239502
       -0.0147125012       -0.0017542674       -0.0108012986
       -0.0147125012        0.0017542674       -0.0108012986
        0.0164665134        0.0000000000        0.0129333571
        0.1447676584        0.0000000000        0.1469946834
